"fact_id","employeeid","jobid","attrition","businesstravel","dailyrate","hourlyrate","monthlyincome","monthlyrate","overtime","percentsalaryhike","performancerating","stockoptionlevel","totalworkingyears","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","environmentsatisfaction","jobsatisfaction","relationshipsatisfaction","distancefromhome","jobinvolvement","trainingtimelastyear","worklifebalance","numcompaniesworked"
430,430,9,True,"Travel_Rarely",763,59,5440,22098,"Yes",14,3,2,7,2,2,2,2,1,4,4,15,1,2,2,6
431,431,1,True,"Travel_Rarely",1157,84,3464,24737,"Yes",13,3,0,5,3,2,2,2,1,4,4,2,1,4,2,5
432,432,13,False,"Travel_Rarely",429,53,5410,2323,"Yes",11,3,0,18,16,14,5,12,3,2,4,2,3,2,3,9
433,433,21,True,"Travel_Rarely",945,89,1081,16019,"No",13,3,0,1,1,0,0,0,2,4,3,9,3,3,2,1
434,434,28,True,"Travel_Frequently",1445,100,7446,8931,"No",11,3,0,10,10,8,4,7,3,2,1,1,4,2,3,1
435,435,1,False,"Travel_Rarely",665,60,2340,22673,"No",19,3,0,6,6,5,1,5,3,4,1,15,3,1,3,1
436,436,28,False,"Travel_Rarely",1389,51,9980,10195,"No",11,3,1,10,10,9,8,8,2,1,3,21,4,1,3,1
437,437,21,True,"Travel_Rarely",156,90,2716,25422,"No",15,3,0,1,1,0,0,0,3,2,4,12,4,0,3,1
438,438,1,False,"Travel_Rarely",678,35,2929,20338,"No",12,3,0,10,10,9,8,7,2,4,2,19,2,3,3,1
439,439,1,False,"Travel_Frequently",591,87,2580,6297,"No",13,3,0,6,4,2,1,2,4,4,3,2,3,0,2,2
440,440,18,False,"Travel_Rarely",144,46,4230,19225,"No",15,3,0,6,5,4,4,3,4,3,3,22,1,2,3,0
441,441,26,False,"Travel_Rarely",1318,66,16307,5594,"No",14,3,1,29,20,6,4,17,1,3,3,26,3,2,2,2
442,442,28,False,"Travel_Rarely",1232,39,7143,25713,"Yes",14,3,0,11,11,9,4,10,3,4,3,7,3,2,2,1
443,443,11,False,"Travel_Frequently",1302,80,5562,19711,"Yes",13,3,1,9,3,2,0,2,1,1,4,6,4,3,3,3
444,444,21,False,"Travel_Rarely",1404,59,2858,11473,"No",14,3,0,20,1,0,0,0,1,1,1,1,2,3,2,4
445,445,28,False,"Travel_Frequently",200,60,9362,19944,"No",11,3,0,10,2,2,2,2,3,4,3,18,3,2,3,2
446,446,9,False,"Travel_Rarely",604,56,6209,11693,"No",15,3,2,10,10,7,0,8,3,4,3,8,4,4,4,1
447,447,1,False,"Travel_Rarely",942,69,2168,26933,"Yes",18,3,1,6,5,4,1,3,2,4,1,15,1,2,2,0
448,448,9,True,"Travel_Frequently",880,36,4581,10414,"Yes",24,4,0,13,11,9,6,7,4,4,1,12,3,2,4,3
449,449,7,False,"Travel_Rarely",1473,74,4522,2227,"Yes",14,3,0,8,5,2,0,2,3,3,4,8,3,3,3,4
450,450,14,False,"Travel_Rarely",1398,96,2109,24609,"No",18,3,0,8,3,2,0,2,4,2,4,8,4,3,3,9
451,451,22,False,"Travel_Rarely",466,65,12742,7060,"No",16,3,1,21,21,6,11,8,4,4,3,1,2,3,3,1
452,452,18,False,"Travel_Rarely",1062,75,2370,3956,"No",13,3,1,8,8,0,0,7,3,2,3,2,3,4,3,1
453,453,9,True,"Travel_Rarely",1146,38,5326,3064,"No",17,3,0,6,4,3,1,2,4,1,3,8,2,2,2,6
454,454,11,False,"Travel_Rarely",548,42,3780,23428,"No",11,3,0,19,1,0,0,0,3,3,3,8,3,3,3,7
455,455,9,False,"Travel_Rarely",507,66,6125,23553,"No",12,3,0,10,10,8,9,6,3,1,4,15,3,6,4,1
456,456,21,False,"Non-Travel",585,40,3482,19788,"No",15,3,2,16,9,8,0,0,1,4,2,29,3,3,2,2
457,457,7,False,"Travel_Rarely",1040,79,6842,26308,"No",20,4,1,13,5,4,0,4,4,1,1,3,4,3,3,6
458,458,14,False,"Travel_Rarely",991,44,3423,22957,"No",12,3,0,10,7,6,5,7,4,1,3,1,3,3,4,6
459,459,1,False,"Non-Travel",443,50,1706,16571,"No",11,3,3,0,0,0,0,0,4,4,3,3,3,6,2,1
460,460,26,False,"Travel_Rarely",210,56,14118,22102,"No",12,3,1,32,1,0,0,0,1,4,3,29,2,3,2,3
461,461,4,True,"Travel_Rarely",621,73,7978,14075,"No",11,3,1,10,10,7,0,5,1,4,4,15,3,2,3,1
462,462,13,False,"Travel_Rarely",718,79,5056,17689,"Yes",15,3,1,10,10,7,1,2,2,4,3,8,2,2,2,1
463,463,24,False,"Non-Travel",444,40,16756,17323,"No",15,3,0,31,9,7,6,2,3,1,2,2,2,3,4,7
464,464,21,True,"Travel_Rarely",869,86,2683,3810,"Yes",14,3,0,3,3,2,0,2,1,3,3,3,2,2,3,1
465,465,21,True,"Travel_Frequently",1496,92,2909,15747,"No",15,3,1,5,3,2,1,2,1,3,4,1,3,3,4,3
466,466,28,False,"Travel_Rarely",1089,32,8376,9150,"No",18,3,0,9,2,0,2,2,2,2,4,6,3,3,3,4
467,467,18,False,"Travel_Rarely",1427,35,2720,11162,"No",13,3,0,6,5,3,1,2,2,4,4,2,2,3,3,0
468,468,23,False,"Travel_Rarely",231,62,7264,9977,"No",11,3,1,10,8,4,7,7,3,3,1,8,3,2,4,5
469,469,28,False,"Travel_Frequently",294,32,8793,4809,"No",21,4,2,9,9,7,1,7,4,1,3,10,3,4,2,1
470,470,28,False,"Travel_Rarely",482,36,9434,9606,"No",15,3,1,10,10,7,7,8,3,3,3,3,3,2,3,1
471,471,13,False,"Non-Travel",1144,30,5258,16044,"No",14,3,0,7,1,0,0,0,3,3,3,7,3,2,4,2
472,472,1,False,"Travel_Frequently",1392,56,2909,23159,"Yes",11,3,0,8,8,7,3,0,4,3,3,3,3,3,3,1
473,473,10,False,"Travel_Rarely",465,41,13966,11652,"Yes",19,3,1,30,15,11,2,12,3,3,2,6,2,3,3,2
474,474,23,False,"Travel_Rarely",1480,64,9713,24444,"Yes",13,3,3,9,5,3,1,0,3,4,4,4,3,3,3,2
475,475,17,False,"Travel_Rarely",715,76,18265,8733,"No",12,3,0,25,1,0,0,0,4,4,3,1,2,3,4,6
476,476,1,False,"Travel_Rarely",1194,98,2001,12549,"No",14,3,3,20,5,3,0,2,3,3,2,2,3,2,3,2
477,477,14,False,"Travel_Rarely",1041,36,2143,25527,"No",13,3,1,8,5,2,0,4,3,2,2,13,3,2,3,4
478,478,4,True,"Travel_Frequently",337,84,7553,22930,"Yes",12,3,0,9,8,7,7,7,3,4,1,14,3,1,3,0
479,479,1,False,"Travel_Rarely",117,60,2781,6311,"No",13,3,1,15,14,10,4,10,1,4,2,9,3,5,3,0
480,480,2,False,"Travel_Frequently",1309,99,2976,25751,"No",19,3,0,5,0,0,0,0,2,3,1,4,3,3,3,3
481,481,18,False,"Travel_Rarely",594,100,2523,19299,"No",14,3,1,3,2,1,2,1,3,4,3,2,3,2,3,0
482,482,1,False,"Travel_Rarely",640,84,2080,4732,"No",11,3,0,5,3,2,1,2,4,1,2,1,3,2,2,2
483,483,18,False,"Travel_Rarely",132,55,3038,22002,"No",12,3,0,5,1,0,0,0,2,4,2,6,4,3,3,3
484,484,28,False,"Travel_Rarely",796,51,8858,15669,"No",11,3,0,15,14,8,7,8,4,4,2,12,2,2,2,0
485,485,4,False,"Travel_Rarely",1261,31,10965,12066,"No",24,4,0,26,5,2,0,0,2,3,3,7,2,2,3,8
486,486,9,False,"Travel_Rarely",928,56,6201,2823,"Yes",14,3,1,18,18,14,4,11,2,4,4,1,3,1,2,1
487,487,7,False,"Non-Travel",1151,63,4876,14242,"No",14,3,1,5,3,2,0,2,4,4,4,9,2,5,1,9
488,488,1,False,"Travel_Rarely",642,76,2782,21412,"No",22,4,1,12,5,3,1,0,4,4,1,1,3,3,3,3
489,489,18,False,"Travel_Rarely",1082,43,2974,25412,"No",17,3,1,9,5,3,1,2,4,3,3,9,3,2,3,9
490,490,15,False,"Travel_Rarely",1017,82,6646,19368,"No",13,3,0,17,17,11,11,8,2,4,2,6,1,3,3,1
491,491,1,True,"Travel_Rarely",906,92,2404,11479,"Yes",20,4,0,3,0,0,0,0,4,1,3,10,2,5,3,6
492,492,13,False,"Travel_Rarely",1192,61,6347,23177,"No",16,3,2,8,6,2,0,4,4,4,3,5,3,2,2,7
493,493,18,False,"Travel_Rarely",741,69,3477,18103,"No",14,3,1,6,5,2,0,3,2,3,4,2,3,2,4,1
494,494,18,False,"Travel_Rarely",1462,94,3629,19106,"No",18,3,0,8,3,2,0,2,1,3,1,11,3,6,3,4
495,495,7,False,"Travel_Rarely",750,47,4448,10748,"No",12,3,1,15,7,4,7,7,2,1,2,12,3,3,3,2
496,496,23,False,"Travel_Frequently",1467,92,9738,22952,"No",14,3,1,10,9,7,2,8,2,4,3,11,3,6,3,0
497,497,1,True,"Travel_Rarely",289,51,2479,26227,"No",24,4,0,7,1,0,0,0,4,3,1,2,3,4,3,4
498,498,24,False,"Travel_Rarely",412,94,17123,17334,"Yes",13,3,2,21,19,9,15,2,3,2,4,13,2,4,3,6
499,499,18,False,"Non-Travel",1184,70,2332,3974,"No",20,4,0,5,3,0,0,2,3,2,3,1,2,3,3,6
500,500,9,False,"Non-Travel",746,61,4649,16928,"No",14,3,1,4,4,3,0,2,4,3,1,2,3,3,2,1
501,501,21,True,"Travel_Frequently",296,33,2351,12253,"No",16,3,1,3,2,2,1,0,4,3,4,6,1,3,2,0
502,502,18,False,"Travel_Rarely",1210,68,4841,24052,"No",14,3,1,4,1,0,0,0,3,2,2,2,2,3,3,4
503,503,1,False,"Travel_Rarely",848,88,2372,26076,"No",12,3,2,2,2,2,2,2,1,3,4,23,3,3,3,1
504,504,23,False,"Non-Travel",1094,58,10932,11373,"No",15,3,1,20,1,0,0,1,3,1,3,28,1,2,3,3
505,505,4,False,"Non-Travel",1485,71,10920,3449,"No",21,4,1,13,6,4,0,5,3,3,2,25,3,2,3,3
506,506,1,False,"Travel_Rarely",1451,67,3201,19911,"No",17,3,0,6,5,3,0,4,1,2,1,2,2,2,1,0
507,507,1,False,"Non-Travel",691,57,2024,5970,"No",18,3,1,6,2,2,2,2,4,2,4,9,3,1,1,6
508,508,9,False,"Travel_Frequently",793,43,5071,20392,"No",20,4,0,8,6,2,0,0,4,4,2,2,1,3,3,3
509,509,9,False,"Travel_Rarely",1242,46,6392,10589,"No",13,3,1,8,2,2,2,2,1,1,4,8,3,6,1,2
510,510,9,False,"Travel_Rarely",933,57,5296,20156,"No",17,3,1,8,8,7,7,7,3,3,2,1,3,3,3,1
511,511,7,False,"Non-Travel",667,57,6306,26236,"No",21,4,1,13,13,12,1,9,3,3,1,1,3,2,2,1
512,512,18,False,"Travel_Rarely",160,51,3295,12862,"No",13,3,0,3,3,2,1,2,3,2,3,4,3,3,1,1
513,513,25,False,"Travel_Frequently",1216,87,15787,21624,"Yes",14,3,0,23,2,2,2,2,1,3,2,15,3,3,3,2
514,514,9,False,"Travel_Rarely",570,30,6118,5431,"No",13,3,3,10,10,9,1,2,4,3,3,5,2,2,3,1
515,515,30,False,"Travel_Rarely",1239,89,4071,12832,"No",13,3,0,19,10,0,4,7,3,2,3,8,3,4,2,2
516,516,6,False,"Travel_Rarely",527,51,7403,22477,"No",11,3,1,29,26,9,1,7,1,2,3,8,3,3,2,4
517,517,4,False,"Travel_Rarely",370,92,10883,20467,"No",20,4,1,19,1,0,0,0,3,4,3,1,1,2,4,3
518,518,18,False,"Travel_Rarely",329,88,2387,6762,"No",22,4,1,7,4,2,0,3,2,2,3,1,3,3,3,3
519,519,11,False,"Travel_Rarely",1265,95,5231,23726,"Yes",13,3,1,17,5,3,1,3,3,4,2,3,4,1,2,2
520,520,11,False,"Travel_Rarely",147,37,5415,15972,"Yes",19,3,1,12,10,7,0,8,2,4,4,20,3,4,3,3
521,521,21,False,"Travel_Rarely",1396,99,2642,2755,"No",11,3,0,1,1,0,0,0,3,3,3,10,3,6,3,1
522,522,1,False,"Travel_Rarely",287,62,2977,8952,"No",12,3,1,4,4,3,1,1,3,4,4,1,1,5,3,1
523,523,9,False,"Travel_Rarely",1476,42,4162,15211,"Yes",12,3,2,5,5,4,0,3,4,3,3,4,3,3,3,1
524,524,1,True,"Travel_Rarely",1097,98,2600,18275,"Yes",15,3,0,1,1,0,0,0,4,1,1,11,2,2,3,1
525,525,4,False,"Travel_Frequently",288,40,10124,18611,"Yes",14,3,1,24,20,8,13,9,4,4,3,2,3,3,1,2
526,526,9,True,"Travel_Frequently",719,77,6397,10339,"Yes",12,3,0,8,5,4,1,3,2,3,4,27,4,2,3,4
527,527,13,False,"Travel_Rarely",155,87,6142,5174,"Yes",20,4,1,6,6,2,0,3,2,2,2,4,4,0,3,1
528,528,4,False,"Travel_Rarely",1492,61,10322,26542,"No",20,4,1,14,11,10,11,1,1,4,4,20,3,6,3,4
529,529,27,False,"Travel_Rarely",119,77,13341,25098,"No",12,3,0,21,20,8,11,10,2,1,1,15,3,3,3,0
530,530,8,False,"Travel_Rarely",314,59,19189,19562,"No",12,3,1,22,22,7,2,10,4,3,2,1,2,3,3,1
531,531,23,False,"Travel_Rarely",645,49,8392,19566,"No",16,3,1,10,10,7,0,7,2,1,3,1,4,2,3,1
532,532,9,False,"Travel_Rarely",1130,56,6214,3415,"No",18,3,1,8,8,7,0,7,2,2,1,8,3,3,3,1
533,533,9,True,"Travel_Frequently",959,81,4728,17251,"Yes",14,3,0,5,0,0,0,0,4,3,4,1,3,4,3,3
534,534,4,False,"Travel_Rarely",1132,48,9613,10942,"No",17,3,3,19,18,10,3,7,3,4,1,1,4,5,2,0
535,535,16,False,"Travel_Rarely",942,53,13116,22984,"No",11,3,0,15,2,2,2,2,1,3,4,3,3,2,3,2
536,536,18,False,"Travel_Rarely",311,77,2013,10950,"No",11,3,0,15,4,3,1,3,1,2,3,7,3,4,3,2
537,537,7,False,"Travel_Rarely",288,99,4152,15830,"No",19,3,3,11,11,10,10,8,3,4,1,2,2,3,3,1
538,538,9,False,"Non-Travel",256,40,6151,22074,"No",13,3,0,19,19,2,11,9,3,2,1,10,1,4,3,1
539,539,17,False,"Non-Travel",247,55,19973,20284,"No",22,4,2,21,21,16,5,10,2,3,2,7,1,3,3,1
540,540,13,False,"Travel_Rarely",859,98,6162,19124,"No",12,3,1,14,14,13,6,8,3,3,3,4,2,3,3,1
541,541,23,False,"Travel_Rarely",661,78,10934,20715,"Yes",18,3,1,35,5,2,0,4,1,4,4,7,2,3,3,7
542,542,23,True,"Travel_Rarely",299,57,9094,17235,"Yes",12,3,0,9,5,4,1,0,4,2,3,25,2,2,3,2
543,543,18,False,"Travel_Rarely",1086,62,2532,6054,"No",14,3,3,8,4,3,0,3,1,4,3,7,2,5,3,6
544,544,20,False,"Travel_Rarely",282,58,19187,6992,"No",14,3,1,23,19,9,9,11,4,3,4,2,1,5,3,4
545,545,20,False,"Travel_Rarely",422,41,19566,3854,"No",11,3,0,33,29,8,11,10,1,1,4,7,3,5,1,5
546,546,21,False,"Travel_Rarely",1141,31,2783,13251,"No",19,3,0,2,2,2,2,2,3,3,1,2,3,3,3,1
547,547,13,False,"Travel_Rarely",317,43,6091,24793,"No",20,4,0,11,5,4,0,2,3,4,3,2,1,2,3,2
548,548,9,False,"Non-Travel",1283,62,5147,10697,"No",15,3,0,13,11,7,1,7,4,2,4,2,3,2,2,8
549,549,18,False,"Travel_Frequently",575,71,4364,5288,"No",14,3,1,5,2,2,2,0,1,4,1,1,1,2,3,3
550,550,9,False,"Travel_Rarely",891,99,4487,12090,"Yes",11,3,0,5,5,4,1,3,2,4,2,4,2,3,3,1
551,551,13,False,"Travel_Rarely",685,62,4898,7505,"No",12,3,2,5,4,2,1,2,1,3,4,1,3,3,3,0
552,552,1,False,"Travel_Rarely",440,42,2713,6672,"No",11,3,1,5,5,2,0,2,3,4,3,21,3,2,1,1
553,553,9,False,"Travel_Rarely",1179,84,5405,11924,"No",14,3,0,10,2,2,2,2,1,1,4,16,3,1,3,8
554,554,17,False,"Travel_Rarely",797,96,19144,15815,"No",14,3,2,28,10,4,1,6,1,2,1,4,3,4,2,3
555,555,9,False,"Travel_Rarely",776,32,4312,23016,"No",14,3,0,16,15,13,2,8,3,1,2,1,2,2,3,0
556,556,23,False,"Travel_Frequently",124,38,7525,23537,"No",12,3,1,30,15,7,6,12,3,2,1,2,2,2,3,2
557,557,7,False,"Travel_Frequently",496,60,4741,22722,"Yes",13,3,1,5,5,3,3,3,1,1,3,11,3,3,3,1
558,558,1,False,"Travel_Rarely",1103,42,2235,14377,"Yes",14,3,2,9,9,7,6,8,1,1,4,14,3,3,2,1
559,559,13,False,"Travel_Rarely",150,60,7379,17433,"No",11,3,1,12,6,3,1,4,4,4,3,2,3,3,2,2
560,560,1,False,"Travel_Frequently",1271,35,2515,9068,"Yes",14,3,0,8,2,1,2,2,2,4,4,2,3,2,3,5
561,561,15,False,"Travel_Rarely",1319,51,5974,17001,"Yes",13,3,2,13,7,7,6,7,3,1,1,6,4,2,3,4
562,562,13,False,"Travel_Rarely",1373,56,9679,10138,"No",24,4,0,8,1,0,0,0,4,4,2,5,2,1,3,8
563,563,3,False,"Travel_Rarely",685,60,19586,23037,"No",21,4,1,36,36,6,2,13,3,4,3,26,2,3,3,1
564,564,4,False,"Travel_Rarely",538,66,7441,20933,"No",12,3,3,10,10,8,7,7,1,2,1,1,3,4,3,1
565,565,1,False,"Travel_Frequently",957,72,4739,16090,"No",12,3,0,18,3,2,1,2,2,3,4,28,4,2,3,4
566,566,1,False,"Travel_Frequently",567,32,3760,17218,"Yes",13,3,0,6,6,3,1,3,1,4,3,2,3,2,3,1
567,567,9,True,"Travel_Rarely",790,40,4599,7815,"Yes",23,4,0,16,15,9,10,10,1,2,3,24,2,2,4,0
568,568,9,False,"Travel_Rarely",736,48,4724,24232,"No",11,3,1,5,5,3,0,4,3,1,3,26,2,0,3,1
569,569,20,False,"Travel_Frequently",672,54,19272,21141,"No",15,3,1,21,21,9,13,3,3,4,1,7,2,2,3,1
570,570,25,False,"Travel_Rarely",691,64,17639,6881,"No",16,3,0,30,4,3,0,3,3,3,4,2,3,3,3,5
571,571,9,False,"Travel_Rarely",588,65,5228,24624,"Yes",11,3,0,13,13,12,11,9,3,2,4,8,2,2,3,1
572,572,23,False,"Travel_Rarely",662,94,7295,11439,"No",13,3,2,10,10,8,0,6,3,2,1,1,3,3,3,1
573,573,18,False,"Travel_Rarely",921,98,3452,17663,"No",20,4,1,17,5,4,0,3,3,1,2,10,3,3,3,6
574,574,5,False,"Travel_Frequently",663,47,12185,10056,"Yes",14,3,3,10,10,8,0,7,2,4,3,11,3,1,3,1
575,575,18,False,"Travel_Rarely",471,62,3978,16031,"No",12,3,1,4,2,2,2,2,1,3,2,4,4,0,2,8
576,576,21,False,"Travel_Frequently",319,41,2793,2539,"No",17,3,1,13,9,8,5,8,1,4,3,4,3,2,3,4
577,577,30,False,"Travel_Rarely",106,62,6410,17822,"No",12,3,0,9,2,2,1,0,1,1,4,2,2,1,3,3
578,578,1,False,"Travel_Rarely",408,42,2657,7551,"Yes",16,3,0,3,2,2,2,2,3,2,4,9,2,5,3,0
579,579,4,False,"Travel_Rarely",1442,46,8621,17654,"No",14,3,0,9,8,7,7,7,4,2,2,9,2,3,4,1
580,580,30,False,"Travel_Frequently",888,71,6077,14814,"No",11,3,0,10,6,3,1,2,3,3,3,10,3,2,3,3
581,581,9,False,"Travel_Rarely",304,92,5253,20750,"No",16,3,0,7,7,5,0,7,2,4,4,9,3,1,3,1
582,582,15,False,"Travel_Rarely",824,67,5878,15624,"No",12,3,1,12,7,1,2,5,4,2,1,5,2,2,3,3
583,583,9,True,"Travel_Rarely",950,48,5828,8450,"Yes",12,3,0,8,8,7,7,4,4,4,2,4,2,0,3,1
584,584,18,False,"Travel_Frequently",594,75,2468,15963,"No",14,3,1,9,6,1,0,5,3,2,2,2,2,4,2,4
585,585,17,False,"Travel_Frequently",1064,42,19161,13738,"No",15,3,0,28,5,4,4,3,2,4,4,2,3,3,3,3
586,586,21,False,"Travel_Rarely",622,40,2096,26376,"No",11,3,0,7,7,4,0,6,2,3,3,13,3,1,3,1
587,587,9,False,"Travel_Rarely",1111,93,6500,13305,"No",17,3,1,6,3,2,1,2,3,1,2,8,3,1,3,5
588,588,23,True,"Travel_Rarely",1030,64,8446,21534,"Yes",19,3,0,10,8,7,7,7,2,2,3,5,3,2,2,9
589,589,9,False,"Travel_Rarely",118,84,4639,11262,"No",15,3,1,5,5,4,1,2,4,1,3,14,3,2,3,1
590,590,21,False,"Travel_Rarely",1343,49,3447,24444,"No",11,3,0,3,3,2,1,2,3,3,3,22,3,2,3,1
591,591,9,False,"Travel_Rarely",326,48,5171,16490,"No",17,3,0,13,6,1,0,5,3,4,4,3,2,2,3,5
592,592,18,False,"Travel_Rarely",1431,96,2232,15417,"No",14,3,3,7,3,2,1,2,3,3,3,1,3,1,3,7
593,593,9,False,"Travel_Rarely",601,97,9204,23343,"No",12,3,1,7,4,3,0,3,4,4,3,7,3,3,2,4
594,594,9,False,"Travel_Rarely",1443,47,4157,21436,"Yes",19,3,1,5,2,2,0,0,3,4,3,23,2,2,2,7
595,595,7,False,"Travel_Frequently",1296,30,7725,5335,"No",23,4,1,15,13,11,4,7,3,4,3,6,3,2,1,3
596,596,1,False,"Travel_Rarely",465,56,2451,4609,"No",12,3,1,13,9,8,1,8,1,3,1,14,3,2,3,4
597,597,13,False,"Travel_Rarely",746,61,4424,20682,"No",23,4,0,11,11,7,1,8,3,4,4,8,3,2,3,1
598,598,6,True,"Travel_Rarely",626,98,5381,19294,"Yes",13,3,0,23,1,0,0,0,1,3,4,1,2,2,3,9
599,599,7,False,"Travel_Rarely",1351,80,5347,7419,"No",14,3,2,10,3,2,0,2,1,3,2,26,3,2,2,6
600,600,13,False,"Non-Travel",217,78,7779,23238,"No",20,4,0,18,11,9,0,9,1,4,1,18,3,0,3,2
601,601,18,False,"Travel_Rarely",207,64,2105,5411,"No",12,3,0,7,2,2,2,0,2,3,3,9,3,2,3,4
602,602,18,False,"Travel_Rarely",432,96,2075,18725,"No",23,4,2,10,4,2,0,3,4,4,2,9,3,4,3,3
603,603,9,False,"Travel_Rarely",561,61,4805,16177,"No",19,3,1,9,8,7,3,7,4,2,2,2,3,3,4,0
604,604,18,False,"Travel_Rarely",938,79,2519,12287,"No",21,4,0,16,11,8,3,9,3,3,3,2,3,6,3,4
605,605,9,False,"Travel_Frequently",1146,82,4539,4905,"No",12,3,1,10,10,7,0,1,2,3,1,25,3,3,2,1
606,606,31,False,"Travel_Rarely",176,56,9756,6595,"No",21,4,2,9,5,0,0,3,3,3,3,4,1,2,4,4
607,607,18,False,"Travel_Rarely",548,94,2289,20520,"No",20,4,2,5,5,3,0,4,3,1,2,9,3,2,3,1
608,608,1,True,"Travel_Frequently",933,57,2759,20366,"Yes",12,3,0,7,2,2,2,2,3,3,4,19,4,2,3,6
609,609,1,False,"Travel_Rarely",120,43,3038,12430,"No",20,4,0,8,5,4,1,4,3,3,1,6,3,2,3,3
610,610,27,False,"Travel_Frequently",217,49,13770,10225,"Yes",12,3,2,28,22,2,11,13,4,3,4,3,3,2,2,9
611,611,13,False,"Travel_Rarely",1387,76,5377,3835,"No",13,3,3,10,7,7,7,7,2,1,4,10,3,3,3,2
612,612,1,False,"Travel_Rarely",691,86,4821,10077,"Yes",12,3,1,6,5,2,0,3,3,4,3,5,3,4,3,0
613,613,1,False,"Travel_Rarely",836,98,2662,7975,"No",20,4,1,19,5,2,0,4,2,4,2,2,2,2,4,8
614,614,23,True,"Travel_Rarely",1045,32,10400,25812,"No",11,3,0,14,14,8,9,8,4,4,3,4,1,2,2,1
615,615,9,False,"Travel_Rarely",342,66,6334,24558,"No",19,3,2,9,1,0,0,0,4,3,4,16,2,2,3,4
616,616,23,False,"Travel_Frequently",967,43,8998,15589,"No",14,3,0,9,9,8,3,7,2,4,4,8,3,2,3,1
617,617,9,False,"Travel_Rarely",1400,70,5714,5829,"No",20,4,0,6,6,5,1,3,2,3,1,9,3,3,2,1
618,618,31,False,"Travel_Rarely",397,88,10725,6729,"No",15,3,1,16,9,7,7,1,3,2,3,19,3,1,4,2
619,619,18,False,"Travel_Rarely",390,62,2305,6217,"No",15,3,3,3,3,2,0,2,4,3,3,17,1,3,4,1
620,620,18,True,"Travel_Frequently",109,60,2422,25725,"No",17,3,0,4,3,2,1,2,2,2,1,5,3,3,3,0
621,621,1,False,"Travel_Rarely",192,69,2654,9655,"No",21,4,2,8,2,2,0,2,1,4,4,10,3,3,2,3
622,622,9,False,"Non-Travel",210,73,6349,22107,"Yes",13,3,1,6,5,4,1,4,3,2,4,1,3,0,3,0
623,623,18,False,"Travel_Rarely",534,59,2871,23785,"No",15,3,0,1,0,0,0,0,2,4,3,15,3,5,3,1
624,624,25,False,"Travel_Rarely",359,82,17169,26703,"No",19,3,2,26,20,17,5,6,1,3,2,2,3,2,4,3
625,625,9,False,"Non-Travel",152,85,5666,19899,"Yes",13,3,0,6,5,3,1,3,3,4,2,10,3,1,3,1
626,626,9,False,"Travel_Frequently",379,48,6524,8891,"No",14,3,1,10,10,8,5,3,2,2,4,5,3,3,3,1
627,627,21,False,"Non-Travel",895,39,2610,2851,"No",24,4,0,3,3,2,2,2,1,4,3,9,3,3,2,1
628,628,9,False,"Travel_Rarely",374,50,4850,23333,"No",15,3,0,8,5,3,0,1,4,3,3,20,3,3,3,8
629,629,14,False,"Travel_Frequently",897,59,2145,2097,"No",14,3,1,3,2,2,2,1,1,4,4,10,3,2,3,0
630,630,18,False,"Travel_Rarely",722,84,3211,22102,"No",14,3,1,10,9,6,1,4,3,1,4,25,3,3,2,1
631,631,27,False,"Travel_Frequently",906,86,13212,18256,"No",11,3,3,36,7,7,7,7,3,1,4,6,4,0,2,9
632,632,14,True,"Travel_Rarely",359,89,2956,21495,"No",17,3,0,2,1,0,0,0,4,1,3,18,4,4,3,0
633,633,1,True,"Travel_Rarely",138,48,2132,11539,"Yes",11,3,0,7,5,2,0,1,1,3,2,22,3,2,3,4
634,634,9,False,"Travel_Rarely",1245,80,9924,12355,"No",11,3,1,10,9,8,7,7,3,2,4,14,3,3,3,0
635,635,1,True,"Travel_Rarely",1427,65,2693,8870,"No",19,3,0,1,1,0,0,0,4,4,1,18,3,3,2,1
636,636,7,False,"Travel_Rarely",1332,80,6833,17089,"Yes",12,3,0,6,6,5,0,1,3,1,4,11,3,2,2,1
637,637,7,False,"Travel_Frequently",135,62,6385,12992,"Yes",14,3,2,17,8,7,6,7,3,2,4,18,3,3,3,3
638,638,25,False,"Travel_Rarely",970,59,14814,13514,"No",19,3,0,32,5,1,1,3,3,3,3,7,4,3,3,3
639,639,9,False,"Travel_Rarely",1329,47,5902,14590,"No",14,3,1,17,15,11,5,9,4,3,3,4,2,1,4,4
640,640,26,False,"Travel_Rarely",563,56,17567,3156,"No",15,3,0,27,26,0,0,12,4,1,2,1,4,5,1,1
641,641,7,False,"Travel_Frequently",471,45,6288,4284,"No",15,3,1,13,4,3,1,2,1,1,3,12,2,3,2,2
642,642,18,True,"Travel_Rarely",1449,45,2373,14180,"Yes",13,3,1,5,3,2,0,2,1,2,4,16,3,2,3,2
643,643,18,False,"Travel_Rarely",1153,40,3702,16376,"No",11,3,1,5,5,4,0,4,4,3,2,6,2,3,3,1
644,644,18,False,"Travel_Frequently",566,81,3688,7122,"No",18,3,2,4,1,0,0,0,3,4,4,18,4,2,3,4
645,645,23,False,"Travel_Rarely",903,41,7880,2560,"No",18,3,0,9,8,7,0,7,1,3,4,2,4,3,3,0
